"time";"timer";"currentTransformerTransformationRatio";"constMeterImpsNum";"queueSizeCalcMeterAccuracy";"meterSerialNum";"pzemVoltage1";"pzemVoltage2";"pzemVoltage3";"pzemCurrent1";"pzemCurrent2";"pzemCurrent3";"pzemPower1";"pzemPower2";"pzemPower3";"pzemEnergy1";"pzemEnergy2";"pzemEnergy3";"pzemFrequency1";"pzemFrequency2";"pzemFrequency3";"pzemPowerFactor1";"pzemPowerFactor2";"pzemPowerFactor3";"pzemFullCurrent";"pzemFullPower";"pzemFullEnergy";"kyImpsMeter";"impsPeriodMeter";"calcMeterPower";"calcMeterAccuracy"
"2025/1/21 16:14:40 ";"00:03:20,2";"1";"10000";"1";"";"226,70";"235,80";"231,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,24";"0,47";"4,25";"0,92";"0,05";"51";"3,93";"0,09";"90,03"
"2025/1/21 16:14:41 ";"00:03:21,2";"1";"10000";"1";"";"226,60";"235,80";"231,70";"3,91";"0,04";"0,30";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,26";"0,92";"0,05";"51";"3,93";"0,09";"90,03"
"2025/1/21 16:14:42 ";"00:03:22,2";"1";"10000";"1";"";"226,60";"235,80";"231,80";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,25";"0,92";"0,05";"51";"3,93";"0,09";"90,03"
"2025/1/21 16:14:43 ";"00:03:23,2";"1";"1000";"1";"";"226,70";"235,80";"231,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"52";"3,93";"0,09";"90,05"
"2025/1/21 16:14:44 ";"00:03:24,2";"1";"1000";"1";"";"226,70";"235,80";"231,50";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,05";"52";"3,93";"0,09";"90,05"
"2025/1/21 16:14:45 ";"00:03:25,2";"1";"1000";"1";"";"226,90";"235,80";"231,50";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,92";"0,05";"52";"3,93";"0,09";"90,05"
"2025/1/21 16:14:46 ";"00:03:26,2";"1";"1000";"1";"";"226,80";"235,80";"231,70";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,05";"52";"3,93";"0,09";"90,05"
"2025/1/21 16:14:47 ";"00:03:27,3";"1";"1000";"1";"";"226,60";"235,90";"231,70";"3,91";"0,04";"0,30";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,26";"0,92";"0,05";"53";"3,91";"0,92";"0,28"
"2025/1/21 16:14:48 ";"00:03:28,2";"1";"1000";"1";"";"226,60";"235,80";"231,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"53";"3,91";"0,92";"0,28"
"2025/1/21 16:14:49 ";"00:03:29,2";"1";"1000";"1";"";"226,60";"235,90";"231,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"49,90";"50,00";"49,90";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"53";"3,91";"0,92";"0,28"
"2025/1/21 16:14:50 ";"00:03:30,2";"1";"1000";"1";"";"226,70";"235,80";"231,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"53";"3,91";"0,92";"0,28"
"2025/1/21 16:14:51 ";"00:03:31,2";"1";"1000";"1";"";"226,70";"235,80";"231,70";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,05";"54";"3,92";"0,92";"0,25"
"2025/1/21 16:14:52 ";"00:03:32,2";"1";"1000";"1";"";"227,20";"236,00";"231,40";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,24";"0,47";"4,25";"0,92";"0,05";"54";"3,92";"0,92";"0,25"
"2025/1/21 16:14:53 ";"00:03:33,2";"1";"1000";"1";"";"227,20";"236,20";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"54";"3,92";"0,92";"0,25"
"2025/1/21 16:14:54 ";"00:03:34,2";"1";"1000";"1";"";"227,20";"236,20";"231,50";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,05";"54";"3,92";"0,92";"0,25"
"2025/1/21 16:14:55 ";"00:03:35,2";"1";"1000";"1";"";"227,30";"236,20";"231,40";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,92";"0,05";"55";"3,91";"0,92";"0,41"
"2025/1/21 16:14:56 ";"00:03:36,2";"1";"1000";"1";"";"227,60";"236,20";"230,90";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,05";"55";"3,91";"0,92";"0,41"
"2025/1/21 16:14:57 ";"00:03:37,2";"1";"1000";"1";"";"228,00";"235,90";"230,60";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,05";"55";"3,91";"0,92";"0,41"
"2025/1/21 16:14:58 ";"00:03:38,2";"1";"1000";"1";"";"228,00";"236,00";"230,60";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,05";"55";"3,91";"0,92";"0,41"
"2025/1/21 16:14:59 ";"00:03:39,2";"1";"1000";"1";"";"228,00";"236,50";"230,70";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,27";"0,93";"0,06";"56";"3,89";"0,92";"0,60"
"2025/1/21 16:15:0 ";"00:03:40,2";"1";"1000";"1";"";"226,40";"236,50";"230,80";"3,91";"0,04";"0,30";"0,88";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,25";"0,92";"0,06";"56";"3,89";"0,92";"0,60"
"2025/1/21 16:15:1 ";"00:03:41,2";"1";"1000";"1";"";"225,80";"237,10";"230,80";"3,90";"0,04";"0,29";"0,88";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,23";"0,91";"0,06";"56";"3,89";"0,92";"0,60"
"2025/1/21 16:15:2 ";"00:03:42,2";"1";"1000";"1";"";"227,50";"236,60";"230,60";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,05";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,24";"0,46";"4,25";"0,93";"0,06";"56";"3,89";"0,92";"0,60"
"2025/1/21 16:15:3 ";"00:03:43,2";"1";"1000";"1";"";"227,50";"235,90";"230,60";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,06";"57";"3,93";"0,92";"0,92"
"2025/1/21 16:15:4 ";"00:03:44,2";"1";"1000";"1";"";"228,00";"235,90";"230,50";"3,94";"0,04";"0,28";"0,90";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,93";"0,06";"57";"3,93";"0,92";"0,92"
"2025/1/21 16:15:5 ";"00:03:45,2";"1";"1000";"1";"";"227,90";"235,90";"230,60";"3,94";"0,04";"0,30";"0,90";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,06";"57";"3,93";"0,92";"0,92"
"2025/1/21 16:15:6 ";"00:03:46,2";"1";"1000";"1";"";"227,90";"236,00";"230,60";"3,94";"0,04";"0,28";"0,90";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,06";"58";"3,90";"0,92";"0,61"
"2025/1/21 16:15:7 ";"00:03:47,2";"1";"1000";"1";"";"227,90";"236,40";"230,20";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,93";"0,06";"58";"3,90";"0,92";"0,61"
"2025/1/21 16:15:8 ";"00:03:48,2";"1";"1000";"1";"";"227,20";"236,50";"230,20";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,92";"0,06";"58";"3,90";"0,92";"0,61"
"2025/1/21 16:15:9 ";"00:03:49,3";"1";"1000";"1";"";"227,30";"236,50";"230,20";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"49,90";"50,00";"1,00";"0,23";"0,46";"3,97";"0,89";"0,06";"58";"3,90";"0,92";"0,61"
"2025/1/21 16:15:10 ";"00:03:50,2";"1";"1000";"1";"";"227,40";"236,60";"230,00";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,26";"0,93";"0,06";"59";"3,93";"0,92";"1,13"
"2025/1/21 16:15:11 ";"00:03:51,2";"1";"1000";"1";"";"227,40";"236,60";"230,00";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,25";"0,92";"0,06";"59";"3,93";"0,92";"1,13"
"2025/1/21 16:15:12 ";"00:03:52,2";"1";"1000";"1";"";"227,40";"236,50";"230,00";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,24";"0,46";"4,25";"0,92";"0,06";"59";"3,93";"0,92";"1,13"
"2025/1/21 16:15:13 ";"00:03:53,2";"1";"1000";"1";"";"227,50";"236,60";"230,10";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,27";"0,93";"0,06";"59";"3,93";"0,92";"1,13"
"2025/1/21 16:15:14 ";"00:03:54,2";"1";"1000";"1";"";"227,50";"236,60";"230,10";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,27";"0,93";"0,06";"60";"3,85";"0,93";"-0,70"
"2025/1/21 16:15:15 ";"00:03:55,2";"1";"1000";"1";"";"227,10";"236,70";"230,00";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,24";"0,46";"4,25";"0,92";"0,06";"60";"3,85";"0,93";"-0,70"
"2025/1/21 16:15:16 ";"00:03:56,2";"1";"1000";"1";"";"227,10";"236,80";"230,00";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,92";"0,06";"60";"3,85";"0,93";"-0,70"
"2025/1/21 16:15:17 ";"00:03:57,2";"1";"1000";"1";"";"227,10";"236,70";"230,00";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,26";"0,92";"0,06";"60";"3,85";"0,93";"-0,70"
"2025/1/21 16:15:18 ";"00:03:58,2";"1";"1000";"1";"";"227,10";"236,70";"230,00";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"49,90";"1,00";"0,24";"0,47";"4,27";"0,93";"0,06";"61";"3,92";"0,92";"0,63"
"2025/1/21 16:15:19 ";"00:03:59,2";"1";"1000";"1";"";"227,20";"236,90";"230,10";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,25";"0,92";"0,06";"61";"3,92";"0,92";"0,63"
"2025/1/21 16:15:20 ";"00:04:0,2";"1";"1000";"1";"";"227,40";"237,00";"229,80";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,26";"0,93";"0,06";"61";"3,92";"0,92";"0,63"
"2025/1/21 16:15:21 ";"00:04:1,2";"1";"1000";"1";"";"227,40";"237,00";"229,80";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,24";"0,47";"4,26";"0,93";"0,06";"61";"3,92";"0,92";"0,63"
"2025/1/21 16:15:22 ";"00:04:2,2";"1";"1000";"1";"";"226,80";"237,00";"229,80";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,47";"4,25";"0,92";"0,06";"62";"3,92";"0,92";"0,40"
"2025/1/21 16:15:23 ";"00:04:3,2";"1";"1000";"1";"";"225,00";"237,90";"229,90";"3,89";"0,04";"0,29";"0,87";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,22";"0,91";"0,06";"62";"3,92";"0,92";"0,40"
"2025/1/21 16:15:24 ";"00:04:4,2";"1";"1000";"1";"";"225,80";"237,90";"230,00";"3,90";"0,04";"0,29";"0,88";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,91";"0,06";"62";"3,92";"0,92";"0,40"
"2025/1/21 16:15:25 ";"00:04:5,2";"1";"1000";"1";"";"227,30";"236,70";"230,00";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,26";"0,93";"0,06";"62";"3,92";"0,92";"0,40"
"2025/1/21 16:15:26 ";"00:04:6,2";"1";"1000";"1";"";"227,30";"236,40";"230,20";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,24";"0,47";"4,27";"0,93";"0,06";"63";"3,93";"0,92";"1,23"
"2025/1/21 16:15:27 ";"00:04:7,2";"1";"1000";"1";"";"227,20";"236,40";"230,30";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,24";"0,46";"4,26";"0,92";"0,06";"63";"3,93";"0,92";"1,23"
"2025/1/21 16:15:28 ";"00:04:8,2";"1";"1000";"1";"";"227,10";"236,40";"230,40";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,24";"0,47";"4,26";"0,92";"0,06";"63";"3,93";"0,92";"1,23"
"2025/1/21 16:15:29 ";"00:04:9,2";"1";"1000";"1";"";"227,20";"236,40";"230,40";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,24";"0,47";"4,25";"0,92";"0,06";"63";"3,93";"0,92";"1,23"
"2025/1/21 16:15:30 ";"00:04:10,2";"1";"1000";"1";"";"227,20";"236,10";"229,70";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,23";"0,46";"4,26";"0,92";"0,06";"64";"3,90";"0,92";"0,23"
"2025/1/21 16:15:31 ";"00:04:11,2";"1";"1000";"1";"";"227,60";"236,10";"229,70";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,24";"0,46";"4,27";"0,93";"0,06";"64";"3,90";"0,92";"0,23"
"2025/1/21 16:15:32 ";"00:04:12,2";"1";"1000";"1";"";"227,60";"236,10";"229,80";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,24";"0,47";"4,27";"0,93";"0,06";"64";"3,90";"0,92";"0,23"
"2025/1/21 16:15:33 ";"00:04:13,2";"1";"1000";"1";"";"227,50";"236,00";"229,80";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,06";"64";"3,90";"0,92";"0,23"
"2025/1/21 16:15:34 ";"00:04:14,2";"1";"1000";"1";"";"227,50";"236,10";"229,80";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"49,90";"1,00";"0,23";"0,47";"4,25";"0,93";"0,06";"65";"3,89";"0,92";"0,12"
"2025/1/21 16:15:35 ";"00:04:15,2";"1";"1000";"1";"";"227,50";"236,10";"229,80";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"49,90";"1,00";"0,23";"0,47";"4,25";"0,93";"0,07";"65";"3,89";"0,92";"0,12"
"2025/1/21 16:15:36 ";"00:04:16,2";"1";"1000";"1";"";"227,20";"236,20";"229,90";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"49,90";"1,00";"0,23";"0,46";"4,26";"0,92";"0,07";"65";"3,89";"0,92";"0,12"
"2025/1/21 16:15:37 ";"00:04:17,2";"1";"1000";"1";"";"227,40";"236,20";"229,50";"3,93";"0,04";"0,30";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"65";"3,89";"0,92";"0,12"
"2025/1/21 16:15:38 ";"00:04:18,2";"1";"1000";"1";"";"227,70";"236,80";"229,30";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"66";"3,91";"0,92";"0,67"
"2025/1/21 16:15:39 ";"00:04:19,2";"1";"1000";"1";"";"227,70";"236,90";"229,40";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,24";"0,47";"4,27";"0,93";"0,07";"66";"3,91";"0,92";"0,67"
"2025/1/21 16:15:40 ";"00:04:20,2";"1";"1000";"1";"";"227,60";"236,90";"229,40";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,24";"0,47";"4,27";"0,93";"0,07";"66";"3,91";"0,92";"0,67"
"2025/1/21 16:15:41 ";"00:04:21,3";"1";"1000";"1";"";"227,90";"236,90";"229,20";"3,94";"0,04";"0,31";"0,90";"0,00";"0,03";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,48";"4,29";"0,93";"0,07";"66";"3,91";"0,92";"0,67"
"2025/1/21 16:15:42 ";"00:04:22,2";"1";"1000";"1";"";"227,40";"236,10";"230,30";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,06";"0,00";"0,00";"49,90";"50,00";"49,90";"1,00";"0,23";"0,47";"4,26";"0,93";"0,07";"67";"3,89";"0,92";"0,17"
"2025/1/21 16:15:43 ";"00:04:23,2";"1";"1000";"1";"";"227,40";"236,30";"230,40";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,07";"67";"3,89";"0,92";"0,17"
"2025/1/21 16:15:44 ";"00:04:24,2";"1";"1000";"1";"";"227,40";"236,30";"230,40";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,07";"67";"3,89";"0,92";"0,17"
"2025/1/21 16:15:45 ";"00:04:25,2";"1";"1000";"1";"";"227,20";"236,30";"230,40";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,07";"68";"3,90";"0,92";"0,20"
"2025/1/21 16:15:46 ";"00:04:26,2";"1";"1000";"1";"";"227,30";"236,20";"230,30";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"49,90";"49,90";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"68";"3,90";"0,92";"0,20"
"2025/1/21 16:15:47 ";"00:04:27,2";"1";"1000";"1";"";"227,10";"236,20";"230,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,07";"68";"3,90";"0,92";"0,20"
"2025/1/21 16:15:48 ";"00:04:28,2";"1";"1000";"1";"";"227,10";"236,00";"230,30";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,07";"68";"3,90";"0,92";"0,20"
"2025/1/21 16:15:49 ";"00:04:29,3";"1";"1000";"1";"";"227,10";"236,20";"230,20";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,92";"0,07";"69";"3,95";"0,91";"1,43"
"2025/1/21 16:15:50 ";"00:04:30,2";"1";"1000";"1";"";"227,40";"236,20";"230,30";"3,93";"0,04";"0,31";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"69";"3,95";"0,91";"1,43"
"2025/1/21 16:15:51 ";"00:04:31,2";"1";"1000";"1";"";"228,20";"236,30";"229,70";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"69";"3,95";"0,91";"1,43"
"2025/1/21 16:15:52 ";"00:04:32,3";"1";"1000";"1";"";"228,20";"236,20";"229,80";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"69";"3,95";"0,91";"1,43"
"2025/1/21 16:15:53 ";"00:04:33,2";"1";"1000";"1";"";"228,20";"236,20";"229,80";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,22";"0,47";"4,28";"0,93";"0,07";"70";"3,83";"0,94";"-0,71"
"2025/1/21 16:15:54 ";"00:04:34,2";"1";"1000";"1";"";"228,10";"236,20";"229,70";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"70";"3,83";"0,94";"-0,71"
"2025/1/21 16:15:55 ";"00:04:35,2";"1";"1000";"1";"";"228,10";"236,20";"230,00";"3,94";"0,04";"0,30";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"70";"3,83";"0,94";"-0,71"
"2025/1/21 16:15:56 ";"00:04:36,2";"1";"1000";"1";"";"227,80";"235,80";"230,40";"3,93";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"70";"3,83";"0,94";"-0,71"
"2025/1/21 16:15:57 ";"00:04:37,2";"1";"1000";"1";"";"227,80";"235,90";"230,40";"3,93";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"49,90";"49,90";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"71";"3,89";"0,93";"0,26"
"2025/1/21 16:15:58 ";"00:04:38,2";"1";"1000";"1";"";"227,80";"235,90";"230,40";"3,93";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"71";"3,89";"0,93";"0,26"
"2025/1/21 16:15:59 ";"00:04:39,2";"1";"1000";"1";"";"227,90";"235,90";"230,50";"3,94";"0,04";"0,30";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"71";"3,89";"0,93";"0,26"
"2025/1/21 16:16:0 ";"00:04:40,2";"1";"1000";"1";"";"227,90";"235,90";"230,50";"3,94";"0,04";"0,31";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,48";"4,29";"0,93";"0,07";"71";"3,89";"0,93";"0,26"
"2025/1/21 16:16:1 ";"00:04:41,2";"1";"1000";"1";"";"227,90";"236,00";"230,60";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"72";"3,89";"0,93";"0,41"
"2025/1/21 16:16:2 ";"00:04:42,2";"1";"1000";"1";"";"227,90";"236,00";"230,60";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"72";"3,89";"0,93";"0,41"
"2025/1/21 16:16:3 ";"00:04:43,2";"1";"1000";"1";"";"227,90";"235,90";"230,60";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"72";"3,89";"0,93";"0,41"
